Date,Adj Close
2021-01-04,177.03688049316406
2021-01-05,178.9108428955078
2021-01-06,179.3229217529297
2021-01-07,177.83160400390625
2021-01-08,177.29197692871094
2021-01-11,180.0293426513672
2021-01-12,181.49124145507807
2021-01-13,183.20822143554688
2021-01-14,187.1720428466797
2021-01-15,185.0233459472656
2021-01-19,186.51467895507807
2021-01-20,184.8271331787109
2021-01-21,179.6761474609375
2021-01-22,180.33349609375
2021-01-25,181.73651123046875
2021-01-26,176.52667236328125
2021-01-27,175.76138305664062
2021-01-28,173.3281707763672
2021-01-29,168.27528381347656
2021-02-01,170.28660583496094
2021-02-02,177.1349639892578
2021-02-03,176.12440490722656
2021-02-04,181.41275024414065
2021-02-05,179.3817901611328
2021-02-08,182.7569122314453
2021-02-09,182.65879821777344
2021-02-10,183.98333740234372
2021-02-11,183.96371459960935
2021-02-12,182.4135284423828
2021-02-16,181.01048278808597
2021-02-17,184.90560913085935
2021-02-18,185.64144897460935
2021-02-19,185.5237274169922
2021-02-22,184.7682647705078
2021-02-23,184.2875061035156
2021-02-24,187.77053833007807
2021-02-25,183.47314453125
2021-02-26,178.47915649414062
2021-03-01,181.13803100585935
2021-03-02,182.49200439453125
2021-03-03,182.5606842041016
2021-03-04,180.26483154296875
2021-03-05,183.5614318847656
2021-03-08,187.4369354248047
2021-03-09,184.4248504638672
2021-03-10,187.3878936767578
2021-03-11,185.69125366210935
2021-03-12,189.41001892089844
2021-03-15,189.39028930664065
2021-03-16,187.930419921875
2021-03-17,189.42974853515625
2021-03-18,193.79954528808597
2021-03-19,194.81553649902344
2021-03-22,195.3481903076172
2021-03-23,193.48388671875
2021-03-24,193.2964630126953
2021-03-25,195.91046142578125
2021-03-26,196.2359619140625
2021-03-29,200.0829620361328
2021-03-30,200.3197021484375
2021-03-31,199.9251251220703
2021-04-01,200.8523406982422
2021-04-05,205.0248565673828
2021-04-06,206.4748992919922
2021-04-07,205.81398010253903
2021-04-08,204.6697540283203
2021-04-09,205.2911834716797
2021-04-12,206.7411956787109
2021-04-13,206.129638671875
2021-04-14,206.1493682861328
2021-04-15,207.8953094482422
