Date,Adj Close
2021-01-04,191.0546447753906
2021-01-05,194.43764038085936
2021-01-06,195.70267486572266
2021-01-07,194.86526489257812
2021-01-08,192.97215881347657
2021-01-11,193.1825698852539
2021-01-12,195.44144439697266
2021-01-13,195.80999603271485
2021-01-14,197.6780532836914
2021-01-15,196.13146209716797
2021-01-19,196.75668029785157
2021-01-20,196.40523223876954
2021-01-21,193.8355514526367
2021-01-22,194.0619354248047
2021-01-25,194.64553527832032
2021-01-26,189.83343353271485
2021-01-27,188.82298126220704
2021-01-28,187.4265121459961
2021-01-29,181.73354797363282
2021-02-01,182.69981842041017
2021-02-02,187.04989471435547
2021-02-03,188.0799362182617
2021-02-04,191.0372756958008
2021-02-05,190.31098327636718
2021-02-08,192.13436431884764
2021-02-09,194.2799865722656
2021-02-10,194.05703582763672
2021-02-11,194.0277526855469
2021-02-12,194.20463409423826
2021-02-16,194.18814239501953
2021-02-17,195.5439422607422
2021-02-18,194.25237884521485
2021-02-19,196.08267974853516
2021-02-22,197.35694274902343
2021-02-23,197.33904418945312
2021-02-24,202.0678482055664
2021-02-25,196.99603118896485
2021-02-26,191.76551971435546
2021-03-01,196.32895202636718
2021-03-02,197.51995849609375
2021-03-03,199.49781494140626
2021-03-04,196.80249633789063
2021-03-05,198.82010650634766
2021-03-08,201.32235107421874
2021-03-09,200.05321044921874
2021-03-10,204.85643157958984
2021-03-11,206.10658111572266
2021-03-12,211.34253845214843
2021-03-15,212.86649169921876
2021-03-16,209.7814147949219
2021-03-17,213.18171234130858
2021-03-18,214.1987503051758
2021-03-19,213.2999526977539
2021-03-22,212.77487487792968
2021-03-23,208.7656997680664
2021-03-24,209.2667709350586
2021-03-25,213.6740280151367
2021-03-26,214.4214080810547
2021-03-29,219.03693389892578
2021-03-30,218.48739776611328
2021-03-31,218.73649139404296
2021-04-01,218.7803924560547
2021-04-05,223.4436798095703
2021-04-06,222.6598907470703
2021-04-07,221.73658447265626
2021-04-08,223.38766021728514
2021-04-09,223.12679901123047
2021-04-12,223.97889404296876
2021-04-13,223.56176300048827
2021-04-14,224.08587646484375
2021-04-15,224.75749969482422
2021-04-16,224.5933578491211
2021-04-19,223.9869155883789
2021-04-20,220.44942169189454
2021-04-21,221.47223663330078
2021-04-22,218.54139251708983
2021-04-23,219.2374740600586
2021-04-26,218.18755950927735
2021-04-27,218.78132171630858
2021-04-28,217.1174285888672
2021-04-29,220.3211639404297
2021-04-30,219.83438415527343
2021-05-03,222.15988006591797
2021-05-04,223.38385009765625
2021-05-05,221.66275329589843
2021-05-06,223.1705749511719
2021-05-07,225.08320007324218
2021-05-10,224.9969497680664
2021-05-11,221.18724822998047
2021-05-12,217.02225341796876
2021-05-13,220.57805786132812
