Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,354.9800109863281,354.9800109863281,341.07000732421875,344.6400146484375,332.22747802734375,1887200
2021-01-05,344.6400146484375,351.19000244140625,343.29998779296875,348.7900085449219,336.2279968261719,1479100
2021-01-06,343.0,351.9200134277344,342.7799987792969,348.0299987792969,335.4953308105469,1897500
2021-01-07,344.3599853515625,347.8500061035156,341.3399963378906,342.54998779296875,330.2127380371094,2048900
2021-01-08,341.8800048828125,343.4700012207031,335.010009765625,336.1000061035156,323.9950256347656,3226300
2021-01-11,335.0,339.0,333.32000732421875,337.67999267578125,325.51812744140625,3196400
2021-01-12,336.5199890136719,343.3699951171875,335.6300048828125,341.8500061035156,329.5379333496094,3002200
2021-01-13,341.4100036621094,347.20001220703125,339.1700134277344,345.489990234375,333.046875,1648100
2021-01-14,348.0,354.7900085449219,346.8500061035156,347.44000244140625,334.92657470703125,1965600
2021-01-15,347.0899963378906,350.5,344.2799987792969,347.2699890136719,334.7627258300781,1853100
2021-01-19,350.739990234375,350.9700012207031,341.4800109863281,341.5,329.20050048828125,2017200
2021-01-20,342.5400085449219,343.7799987792969,339.2200012207031,341.6700134277344,329.36444091796875,1780000
2021-01-21,341.6700134277344,343.6099853515625,338.9599914550781,339.6700134277344,327.4364929199219,1661800
2021-01-22,338.739990234375,341.8399963378906,337.2099914550781,339.8800048828125,327.638916015625,1557600
2021-01-25,339.3599853515625,346.8900146484375,337.8999938964844,343.510009765625,331.13818359375,1976600
2021-01-26,339.0,343.9800109863281,330.69000244140625,330.69000244140625,318.7798767089844,3542400
2021-01-27,332.2799987792969,335.7300109863281,329.6700134277344,332.510009765625,320.5343322753906,2666300
2021-01-28,332.1400146484375,334.67999267578125,327.17999267578125,327.92999267578125,316.1192626953125,1837800
2021-01-29,327.1000061035156,328.9800109863281,321.7200012207031,321.82000732421875,310.22930908203125,2101100
2021-02-01,324.8800048828125,325.6499938964844,319.80999755859375,324.0299987792969,312.3597717285156,1615500
2021-02-02,327.42999267578125,335.20001220703125,326.69000244140625,332.70001220703125,320.7174987792969,2065400
